Job Id,Experience,Qualifications,Salary Range,location,Work Type,Job Posting Date,Job Title,Role,Unnamed: 9,Job Description,skills,Company
1.10135E+15,0 to 9 Years,M.Tech,$65K-$107K,Mexico City,Temporary,6/9/2022,Systems Engineer,Systems Integration Specialist,,"The role of a Systems Integration Specialist involves integrating various software and hardware components to create cohesive systems. You will design and implement solutions that enable different systems to communicate and work together seamlessly. Your responsibilities also include troubleshooting integration issues, ensuring data consistency, and collaborating with cross-functional teams.",Systems integration Integration architecture Data mapping Middleware technologies API integration System testing Troubleshooting,NRG Energy
9.55022E+14,1 to 8 Years,MCA,$58K-$83K,Djibouti (city),Part-Time,2/25/2022,Human Resources Manager,Talent Acquisition Manager,,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",Talent sourcing Interviewing Onboarding Recruitment strategies HR software,Titan Company
3.99218E+14,5 to 12 Years,BCA,$55K-$84K,Bucharest,Full-Time,7/27/2023,Accountant,Tax Accountant,,"Tax Accountants specialize in tax-related matters. They prepare tax returns, assist with tax planning, and ensure compliance with tax laws and regulations. They stay updated on tax codes and advise organizations on tax strategies.",Tax preparation Tax planning Tax regulations Accounting Tax software proficiency,Deutsche Bahn AG
2.02064E+15,4 to 8 Years,BA,$55K-$83K,Amman,Intern,3/19/2023,Financial Planner,Tax Planner,,"Assist clients with tax planning, minimize tax liabilities, and stay up-to-date with tax laws and regulations.",Tax planning strategies Tax law knowledge Financial analysis Retirement planning Estate planning Client relationship management Tax optimization Communication skills Attention to detail Tax software proficiency Regulatory compliance,Old Republic International
2.8594E+15,5 to 15 Years,MBA,$60K-$125K,Moroni,Part-Time,11/1/2022,SEO Analyst,Technical SEO Analyst,,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization",United States Steel
1.19896E+15,4 to 15 Years,PhD,$57K-$126K,Thimphu,Full-Time,4/25/2022,SEO Specialist,Technical SEO Specialist,,"Technical SEO Specialists optimize website infrastructure, addressing issues like site speed, mobile-friendliness, and structured data to enhance search engine visibility.",Technical SEO audits Website crawl analysis Schema markup XML sitemaps Canonicalization,E.ON SE
9.83615E+14,4 to 15 Years,B.Com,$62K-$81K,Sanaa,Intern,11/25/2021,Customer Support Specialist,Technical Support Specialist,,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.","Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation",Western & Southern Financial Group
1.48719E+15,2 to 13 Years,PhD,$57K-$122K,Ngerulmud,Temporary,6/25/2022,Pharmaceutical Sales Representative,Territory Sales Manager,,"Territory Sales Managers oversee a specific sales territory, managing sales teams, setting goals, and developing strategies to meet sales objectives.",Sales leadership Territory management Team management Sales data analysis Strategic planning and execution,Metro Bank
1.35272E+15,3 to 10 Years,PhD,$62K-$100K,Santo Domingo,Part-Time,3/19/2023,Quality Assurance Analyst,Test Automation Engineer,,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality.","Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management",Adani Green Energy
7.36772E+14,2 to 14 Years,MBA,$65K-$107K,Sucre (de jure),Intern,1/30/2022,HR Coordinator,Training Coordinator,,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.",Training program coordination Training material development Learning management systems,CIMIC Group
1.81851E+15,5 to 10 Years,BBA,$57K-$104K,Bamako,Full-Time,3/1/2023,Urban Planner,Transportation Planner,,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.",Transportation planning Traffic engineering GIS proficiency Public transportation Project management,Asbury Automotive Group
2.41781E+15,2 to 13 Years,B.Tech,$58K-$115K,Quito,Part-Time,4/9/2023,Litigation Attorney,Trial Attorney,,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Constellation Brands
1.09215E+15,5 to 14 Years,M.Tech,$55K-$81K,City of Victoria,Contract,9/30/2021,Front-End Developer,UI/UX Developer,,A UI/UX Developer combines design and technical skills to create user-friendly interfaces for digital products. They ensure a seamless and visually appealing user experience.,"User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail",China Mobile
1.84046E+15,5 to 8 Years,M.Tech,$59K-$92K,Yerevan,Contract,4/19/2023,Front-End Engineer,UI/UX Front-End Developer,,"UI/UX Front-End Developers focus on creating user-friendly and visually appealing interfaces for web and mobile applications. They work on user experience design, responsive layouts, and front-end development to optimize user interactions.",UI/UX design Frontend web development Wireframing and prototyping User research Accessibility standards Responsive design Collaboration skills,Qurate Retail
1.8892E+15,0 to 13 Years,B.Com,$64K-$92K,Phnom Penh,Temporary,5/6/2023,Landscape Architect,Urban Planner,,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.",Urban design and planning Zoning regulations GIS and mapping tools,UnitedHealth Group
5.93676E+14,1 to 8 Years,M.Com,$65K-$83K,Baku,Contract,2/28/2023,UX/UI Designer,User Experience Designer,,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",United States Steel
1.49878E+15,2 to 8 Years,M.Com,$65K-$102K,SÃƒÂ£o TomÃƒÂ©,Contract,9/20/2022,UX/UI Designer,User Interface Designer,,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Ryder System
2.90488E+15,4 to 14 Years,B.Tech,$63K-$109K,Yerevan,Intern,3/7/2023,UX Researcher,User Researcher,,"Conduct user research to understand customer needs, preferences, and behaviors to inform product development.",User research methods Usability testing Data analysis and interpretation,UGI
2.21235E+15,3 to 11 Years,M.Tech,$65K-$92K,Muscat,Contract,9/4/2023,UI Developer,UX/UI Designer,,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma,Lloyds Banking Group
7.28006E+13,1 to 15 Years,B.Tech,$58K-$110K,Manama,Intern,7/11/2022,Art Director,Visual Designer,,"Visual Designers create visual content, including graphics, illustrations, and layouts, to convey messages and enhance brand identity.",Graphic design Typography User interface (UI) design Adobe Creative Suite proficiency Branding and visual identity creation,Viatris
3.09661E+15,4 to 13 Years,BBA,$55K-$108K,New Delhi,Full-Time,1/27/2022,Civil Engineer,Water Resources Engineer,,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.",Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management,Nucor
2.10601E+15,0 to 11 Years,B.Tech,$63K-$111K,The City of Hamilton,Full-Time,2/2/2022,Investment Advisor,Wealth Advisor,,"Wealth Advisors provide financial advice to clients. They assess financial goals, create investment strategies, and offer guidance on wealth management and financial planning.",Financial planning Investment knowledge Relationship management Communication skills Analytical skills,Dollar General
1.71202E+15,4 to 11 Years,M.Com,$57K-$110K,Riyadh,Contract,12/1/2021,Financial Advisor,Wealth Management Advisor,,Wealth Management Advisors provide comprehensive financial planning and investment management services to high-net-worth individuals and families.,Wealth management strategies Asset allocation Estate planning Tax management Client relationship management,Linde plc
2.4774E+15,4 to 14 Years,B.Com,$60K-$107K,Praia,Intern,1/19/2023,Wedding Planner,Wedding Designer,,"A Wedding Designer specializes in creating visually appealing wedding designs and dÃ©cor, transforming wedding venues into beautiful and memorable spaces.",Wedding design concepts Decor selection and arrangement Creative flair,Consolidated Edison
9.26811E+14,5 to 10 Years,MCA,$61K-$112K,Moroni,Full-Time,11/8/2022,Event Planner,Wedding Planner,,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,Williams-Sonoma
6.88193E+14,4 to 11 Years,PhD,$65K-$91K,Porto-Novo,Full-Time,2/25/2023,Network Engineer,Wireless Network Engineer,,"Wireless Network Engineers design, implement, and maintain wireless network solutions. They optimize wireless connectivity, troubleshoot issues, and ensure reliable and secure wireless communications.",Wireless network design and architecture Wi-Fi standards and protocols RF (Radio Frequency) planning and optimization Wireless security protocols Troubleshooting wireless network issues,Hess
